admin0Name_en,admin0Name_ar,admin0Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin2Name_en,admin2Name_ar,admin2Pcode,admin3Name_en,admin3Name_ar,admin3Pcode,admin3RefName_en,admin3RefName_ar,admin3AltName1_en,admin3AltName1_ar,admin3AltName2_en,admin3AltName2_ar,date_,validOn,validTo
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Ar Ryashyyah,الرياشيه,YE1418,Jabal Ar Ryashyyah,جبل الرياشيه,YE141821,Jabal Ar Ryashyyah,جبل الرياشيه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Al Malajim,الملاجم,YE1420,Afar Aal Miftah,عفار ال مفتاح,YE142023,Afar Aal Miftah,عفار ال مفتاح,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Al Quraishyah,القريشيه,YE1414,Qayfat Aal Mahn Lidhahruh,قيفة ال محن لظهره,YE141422,Qayfat Aal Mahn Lidhahruh,قيفة ال محن لظهره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Ar Ryashyyah,الرياشيه,YE1418,Thumn Ar Ryashyyah,ثمن الرياشيه,YE141822,Thumn Ar Ryashyyah,ثمن الرياشيه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Al Quraishyah,القريشيه,YE1414,Qayfat Aal Mahn Al Jawf,قيفة ال محن الجوف,YE141423,Qayfat Aal Mahn Al Jawf,قيفة ال محن الجوف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Wald Rabi',ولدربيع,YE1415,Qayfat Aal Mahdi,قيفة ال مهدي,YE141521,Qayfat Aal Mahdi,قيفة ال مهدي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Ar Ryashyyah,الرياشيه,YE1418,Wadi Ar Ryashyyah,وادي الرياشيه,YE141823,Wadi Ar Ryashyyah,وادي الرياشيه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Al Malajim,الملاجم,YE1420,Dhi Khirah,ذى خير,YE142024,Dhi Khirah,ذى خير,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Al Arsh,العرش,YE1416,Al Arsh,العرش,YE141621,Al Arsh - Al Arsh,العرش - العرش,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Al Arsh,العرش,YE1416,Al Lama'an,اللمعان,YE141622,Al Lamaan,اللمعان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Sharqi Sawraq,شرقي سورق,YE150133,Sharqi Sawraq,شرقي سورق,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Ash Sharyah,الشريه,YE1419,Aal Ghunim,ال غنيم,YE141921,Aal Ghunim,ال غنيم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Al Malajim,الملاجم,YE1420,Aal Mansur Al Malajim,ال منصور الملاجم,YE142021,Aal Mansur Al Malajim,ال منصور الملاجم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Bayda,البيضاء,YE14,Al Malajim,الملاجم,YE1420,Ar Rashdah,الرشده,YE142025,Ar Rashdah - Al Malajim,الرشده - الملاجم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Hawamrah,حوامره,YE150121,Hawamrah,حوامره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Asawdah,اساوده,YE150122,Asawdah,اساوده,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Ashjur,اشجور,YE150123,Ashjur,اشجور,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Ash Shamirah,الشميره,YE150124,Ash Shamirah,الشميره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Maryah,مريه,YE150134,Maryah,مريه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Issrar,اصرار,YE150125,Issrar,اصرار,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Khadir Al Burihi,خدير البريهى,YE150126,Khadir Al Burihi,خدير البريهى,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Qama'rah,قماعره,YE150127,Qamarah,قماعره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Al Awman,العومان,YE150128,Al Awman,العومان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Sa'lat Sawraq,سائلة سورق,YE150135,Salat Sawraq,سائلة سورق,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Ama'mah,عماعمه,YE150129,Amamah,عماعمه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Awjuh,اوجوه,YE150130,Awjuh,اوجوه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Bahir,باهر,YE150131,Bahir,باهر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Mawmaj,مومج,YE150132,Mawmaj,مومج,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Dawran Anis,ضوران انس,YE2011,Bayt Al Omaysi,بيت العميسي,YE201133,Bayt Al Omaysi,بيت العميسي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawiyah,ماويه,YE1501,Adh Dhuhrah,الظهره,YE150143,Adh Dhuhrah - Mawiyah,الظهره - ماويه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Al Qufa'ah,القفاعه,YE150221,Al Qufaah,القفاعه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Ayfu' A'la,ايفوع اعلى,YE150227,Ayfu Ala,ايفوع اعلى,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Aqyus,اقيوس,YE150222,Aqyus,اقيوس,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Bani Wahban,بني وهبان,YE150235,Bani Wahban,بني وهبان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Al Ahjur,الاحجور,YE150223,Al Ahjur,الاحجور,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,At Tabhah,التبهه,YE150224,At Tabhah,التبهه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Ashmus,اشموس,YE150225,Ashmus,اشموس,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Bani Awn,بني عون,YE150226,Bani Awn,بني عون,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Ash Sharif,الشريف,YE150236,Ash Sharif,الشريف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Al Amjud,الامجود,YE150228,Al Amjud,الامجود,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Bani Saba,بني سباء,YE150229,Bani Saba - Sharab As Salam,بني سباء - شرعب السلام,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Tumih,طميح,YE200122,Tumih,طميح,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Ayfu' Asfal,ايفوع اسفل,YE150230,Ayfu Asfal,ايفوع اسفل,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Azban,عزبان,YE150237,Azban,عزبان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Az Zuhah,الزوحه,YE150238,Az Zuhah,الزوحه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,Bani Isa,بني عيسى حيدبه,YE200123,Bani Isa,بني عيسى حيدبه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Al Akruf,الاكروف,YE150231,Al Akruf,الاكروف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Bani Sha'b,بني شعب,YE150232,Bani Shab,بني شعب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Bani Murir,بني مرير,YE150321,Bani Murir,بني مرير,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Az Zarari,الزراري,YE150322,Az Zarari,الزراري,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Awadir,عوادر,YE150323,Awadir,عوادر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Al Osaylah,العسيله,YE150233,Al Osaylah,العسيله,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab As Salam,شرعب السلام,YE1502,Bani Bakhir,بني بخير,YE150234,Bani Bakhir,بني بخير,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Dawran Anis,ضوران انس,YE2011,Thumanah,ثمانه,YE201134,Thumanah,ثمانه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Bani Ziad,بني زياد,YE150324,Bani Ziad,بني زياد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Bani Sari,بني سري,YE150325,Bani Sari - Sharab Ar Rawnah,بني سري - شرعب الرونه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Al Ashraf,الاشراف,YE150326,Al Ashraf - Sharab Ar Rawnah,الاشراف - شرعب الرونه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Sharqi Himyar,شرقي حمير,YE150327,Sharqi Himyar,شرقي حمير,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Al Hasyah,الحسيه,YE150335,Al Hasyah,الحسيه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Bani Sumi',بني سميع,YE150336,Bani Sumi,بني سميع,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Ar Ru'inah,الرعينه,YE150328,Ar Ruinah,الرعينه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Bani Al Husam,بني الحسام,YE150329,Bani Al Husam,بني الحسام,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Nisf Al Ozal,نصف العزل,YE150330,Nisf Al Ozal,نصف العزل,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Hilyah,حليه,YE150331,Hilyah,حليه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Al Ashjub,الاجشوب,YE150332,Al Ashjub,الاجشوب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Az Zagharir,الزغارير,YE150333,Az Zagharir,الزغارير,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Murkhah,مورخه,YE150334,Murkhah,مورخه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Al Ahtub,الاحطوب,YE150337,Al Ahtub,الاحطوب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Al Hayajim,الهياجم,YE150338,Al Hayajim,الهياجم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Al Gharbi,الغربي,YE150339,Al Gharbi - Sharab Ar Rawnah,الغربي - شرعب الرونه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,al Asad,الاسد,YE150340,al Asad,الاسد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Shar'ab Ar Rawnah,شرعب الرونه,YE1503,Al Malawhah,الملاوحه,YE150341,Al Malawhah,الملاوحه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Ash Shamayatayn,الشمايتين,YE1514,Al Alqamah,العلقمه,YE151438,Al Alqamah,العلقمه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Bani Salah,بني صلاح,YE150421,Bani Salah - Maqbanah,بني صلاح - مقبنه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Bani Himyar,بني حمير,YE150422,Bani Himyar,بني حمير,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Bani Sayf,بني سيف,YE150423,Bani Sayf,بني سيف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Fakikah,الفكيكه,YE150424,Al Fakikah,الفكيكه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Quhaifah,القحيفه,YE150425,Al Quhaifah,القحيفه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Afirah,العفيره,YE150426,Al Afirah,العفيره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Yemen,اليمن,YE150427,Al Yemen,اليمن,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Mulahatah,الملاحطه,YE150428,Al Mulahatah,الملاحطه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,As Sawaghin,السواغين,YE150429,As Sawaghin,السواغين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Bidahah,بيدحه,YE150430,Bidahah,بيدحه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Mahraqah,محرقه,YE150431,Mahraqah,محرقه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Karabidah,الكرابده,YE150432,Al Karabidah,الكرابده,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Ashmlah,العشمله,YE150433,Al Ashmlah,العشمله,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawza',موزع,YE1507,Mawza',موزع,YE150721,Mawza,موزع,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Akhdu' Asfal,اخدوع اسفل,YE150434,Akhdu Asfal,اخدوع اسفل,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Akhdu' A'la,اخدوع اعلى,YE150435,Akhdu Ala,اخدوع اعلى,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Mirab,ميراب,YE150436,Mirab,ميراب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Hubibah,الحبيبه,YE150437,Al Hubibah,الحبيبه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawza',موزع,YE1507,Al Ahmul,الاهمول,YE150722,Al Ahmul - Mawza,الاهمول - موزع,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Aqhuz,الاقحوز,YE150438,Al Aqhuz - Maqbanah,الاقحوز - مقبنه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Jamahirah,الجماهره,YE150439,Al Jamahirah,الجماهره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Mujahadah,المجاهده,YE150440,Al Mujahadah - Maqbanah,المجاهده - مقبنه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,As Sa'irah,الصعيره,YE150441,As Sairah,الصعيره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Khayashin,الخياشين,YE150442,Al Khayashin,الخياشين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Warif,الوريف,YE150443,Al Warif,الوريف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawza',موزع,YE1507,Al Awashqah,العواشقه,YE150723,Al Awashqah,العواشقه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Barashah,براشه,YE150444,Barashah,براشه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Muja'shah,المجاعشه,YE150445,Al Mujashah,المجاعشه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al A'duf,الاعدوف,YE150446,Al Aduf,الاعدوف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Jahir,جاحر,YE150447,Jahir,جاحر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Akhlud,الاخلود,YE150448,Al Akhlud - Maqbanah,الاخلود - مقبنه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Maqbanah,مقبنه,YE1504,Al Abdalah,العبدله,YE150449,Al Abdalah,العبدله,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mawza',موزع,YE1507,Al Aytamah,الايتمه,YE150724,Al Aytamah,الايتمه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Yafrus,يفرس,YE150821,Yafrus,يفرس,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Al Makha,المخاء,YE1505,Al Makha,المخاء,YE150521,Al Makha,المخاء,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Al Jabal,الجبل,YE150827,Al Jabal - Jabal Habashi,الجبل - جبل حبشي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Al Makha,المخاء,YE1505,Al Mashalihah,المشالحه,YE150522,Al Mashalihah,المشالحه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Al Makha,المخاء,YE1505,Az Zahari,الزهارى,YE150523,Az Zahari,الزهارى,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Al Makha,المخاء,YE1505,Al Jum'ah,الجمعه,YE150524,Al Jumah,الجمعه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Dhubab,باب المندب,YE1506,Bani Al Hakam,بني الحكم,YE150621,Bani Al Hakam,بني الحكم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Dhubab,باب المندب,YE1506,Miyun Island,جزيرة ميون,YE150622,Miyun Island,جزيرة ميون,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Al Haql,الحقل,YE150822,Al Haql,الحقل,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Al Quhaf,القحاف,YE150823,Al Quhaf,القحاف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Nimrah,نمره,YE150824,Nimrah - Jabal Habashi,نمره - جبل حبشي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Bani Isa,بني عيسى,YE150825,Bani Isa - Jabal Habashi,بني عيسى - جبل حبشي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Al Maratibah,المراتبه,YE150826,Al Maratibah,المراتبه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Sanhan wa Bani Bahlul,سنحان وبني بهلول,YE2305,Khums Wadi Janah,خمس وادي جناح,YE230524,Khums Wadi Janah,خمس وادي جناح,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Al Burihah,البريهه,YE150828,Al Burihah,البريهه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Bilad Al Wafi,بلادالوافي,YE150829,Bilad Al Wafi,بلادالوافي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Wadi Bani Khawlan,وادي بني خولان,YE150830,Wadi Bani Khawlan,وادي بني خولان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Ash Shurajah,الشراجه,YE150831,Ash Shurajah,الشراجه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Bani Bukari,بني بكاري,YE150832,Bani Bukari,بني بكاري,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Jabal Habashi,جبل حبشي,YE1508,Adinah,عدينه,YE150833,Adinah,عدينه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mashr'ah Wa Hadnan,مشرعة وحدنان,YE1509,Hadnan,حدنان,YE150921,Hadnan,حدنان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Mashr'ah Wa Hadnan,مشرعة وحدنان,YE1509,Mashra'ah,مشرعه,YE150922,Mashraah,مشرعه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Sabir Al Mawadim,صبر الموادم,YE1510,Ad Dabab,الضباب,YE151021,Ad Dabab,الضباب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Sabir Al Mawadim,صبر الموادم,YE1510,Birdad,برداد,YE151022,Birdad,برداد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Sabir Al Mawadim,صبر الموادم,YE1510,An Nijadah,النجاده,YE151029,An Nijadah,النجاده,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ta'iz,تعز,YE15,Sabir Al Mawadim,صبر الموادم,YE1510,Al Mawadim,الموادم,YE151023,Al Mawadim,الموادم,,,,,2019-02-01,2019-10-02,
