admin0Name_en,admin0Name_ar,admin0Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin2Name_en,admin2Name_ar,admin2Pcode,admin2oldPcode,admin2RefName_en,admin2RefName_ar,admin2AltName1_en,admin2AltName1_ar,admin2AltName2_en,admin2AltName2_ar,date_,validOn,validTo
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Monabbih,منبه,YE2203,YE2203,Monabbih,منبه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Hodeidah,الحديده,YE18,Al Hali,الحالي,YE1823,YE1823,Al Hali,الحالي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Hodeidah,الحديده,YE18,Zabid,زبيد,YE1824,YE1824,Zabid,زبيد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Hodeidah,الحديده,YE18,Al Jarrahi,الجراحي,YE1825,YE1825,Al Jarrahi,الجراحي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Hodeidah,الحديده,YE18,At Tuhayta,التحيتا,YE1826,YE1826,At Tuhayta,التحيتا,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Rumah,رماه,YE1901,YE1901,Rumah,رماه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Thamud,ثمود,YE1902,YE1902,Thamud,ثمود,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Al Qaff,القف,YE1903,YE1903,Al Qaff,القف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Zamakh wa Manwokh,زمخ ومنوخ,YE1904,YE1904,Zamakh wa Manwokh,زمخ ومنوخ,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Hajar As Say'ar,حجر الصيعر,YE1905,YE1905,Hajar As Sayar,حجر الصيعر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Al Abr,العبر,YE1906,YE1906,Al Abr,العبر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Al Qatn,القطن,YE1907,YE1907,Al Qatn,القطن,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Shibam,شبام,YE1908,YE1908,Shibam,شبام,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Sah,ساه,YE1909,YE1909,Sah,ساه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Sayun,سيئون,YE1910,YE1910,Sayun,سيئون,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Haridah,حريضه,YE1928,YE1928,Haridah,حريضه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Tarim,تريم,YE1911,YE1911,Tarim,تريم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,As Sawm,السوم,YE1912,YE1912,As Sawm,السوم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Ar Raydah wa Qussay'ar,الريدة وقصيعر,YE1913,YE1913,Ar Raydah wa Qussayar,الريدة وقصيعر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Ad Dis,الديس,YE1914,YE1914,Ad Dis,الديس,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Daw'an,دوعن,YE1918,YE1918,Dawan,دوعن,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Wadi Al Ayn,وادي العين,YE1919,YE1919,Wadi Al Ayn,وادي العين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Rakhyah,رخيه,YE1920,YE1920,Rakhyah,رخيه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Amd,عمد,YE1921,YE1921,Amd,عمد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Ad Dulay'ah,الضليعه,YE1922,YE1922,Ad Dulayah,الضليعه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Yab'uth,يبعث,YE1923,YE1923,Yabuth,يبعث,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Ghamr,غمر,YE2204,YE2204,Ghamr,غمر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Hajar,حجر,YE1924,YE1924,Hajar,حجر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Brum Mayf'ah,بروم ميفع,YE1925,YE1925,Brum Mayfah,بروم ميفع,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Al Mukalla,المكلا,YE1926,YE1930,Al Mukalla,المكلا,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Hadramawt,حضرموت,YE19,Al Mukalla City,مدينة المكلا,YE1927,YE1929,Al Mukalla City,مدينة المكلا,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Hada,الحداء,YE2001,YE2001,Al Hada,الحداء,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Mayfa'at Ans,ميفعة عنس,YE2009,YE2009,Mayfaat Ans,ميفعة عنس,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jahran,جهران,YE2002,YE2002,Jahran,جهران,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,Arma'a,عرماء,YE2104,YE2104,Armaa,عرماء,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Jabal Ash sharq,جبل الشرق,YE2003,YE2003,Jabal Ash sharq,جبل الشرق,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,Osaylan,عسيلان,YE2105,YE2105,Osaylan,عسيلان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Maghrib Ans,مغرب عنس,YE2004,YE2004,Maghrib Ans,مغرب عنس,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Otmah,عتمه,YE2005,YE2005,Otmah,عتمه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab Al Aali,وصاب العالي,YE2006,YE2006,Wusab Al Aali,وصاب العالي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Wusab As Safil,وصاب السافل,YE2007,YE2007,Wusab As Safil,وصاب السافل,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Dhamar City,مدينة ذمار,YE2008,YE2008,Dhamar City,مدينة ذمار,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Ans,عنس,YE2010,YE2010,Ans,عنس,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Dawran Anis,ضوران انس,YE2011,YE2011,Dawran Anis,ضوران انس,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Dhamar,ذمار,YE20,Al Manar,المنار,YE2012,YE2012,Al Manar,المنار,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,Dahr,دهر,YE2101,YE2101,Dahr,دهر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,At Talh,الطلح,YE2102,YE2102,At Talh,الطلح,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,Jardan,جردان,YE2103,YE2103,Jardan,جردان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,Ayn,عين,YE2106,YE2106,Ayn,عين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,Bayhan,بيحان,YE2107,YE2107,Bayhan,بيحان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,Markhah As Sufla,مرخة السفلى,YE2109,YE2109,Markhah As Sufla,مرخة السفلى,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,Nisab,نصاب,YE2110,YE2110,Nisab,نصاب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Razih,رازح,YE2205,YE2205,Razih,رازح,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,Hatib,حطيب,YE2111,YE2111,Hatib,حطيب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Shada'a,شداء,YE2206,YE2206,Shadaa,شداء,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,Ar Rawdah,الروضه,YE2115,YE2115,Ar Rawdah,الروضه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Adh Dhahir,الظاهر,YE2207,YE2207,Adh Dhahir,الظاهر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,Mayfa'ah,ميفعه,YE2116,YE2116,Mayfaah,ميفعه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Shabwah,شبوه,YE21,Radum,رضوم,YE2117,YE2117,Radum,رضوم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Baqim,باقم,YE2201,YE2201,Baqim,باقم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Hamdan,همدان,YE2301,YE2301,Hamdan,همدان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Arhab,ارحب,YE2302,YE2302,Arhab,ارحب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Haydan,حيدان,YE2208,YE2208,Haydan,حيدان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Nihm,نهم,YE2303,YE2303,Nihm,نهم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Bani Hushaysh,بني حشيش,YE2304,YE2304,Bani Hushaysh,بني حشيش,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Saqin,ساقين,YE2209,YE2209,Saqin,ساقين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Bani Matar,بني مطر,YE2307,YE2307,Bani Matar,بني مطر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Majz,مجز,YE2210,YE2210,Majz,مجز,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Sahar,سحار,YE2211,YE2211,Sahar,سحار,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,As Safra,الصفراء,YE2212,YE2212,As Safra,الصفراء,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Al Hashwah,الحشوه,YE2213,YE2213,Al Hashwah,الحشوه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Kitaf wa Al Boqa',كتاف والبقع,YE2214,YE2214,Kitaf wa Al Boqa,كتاف والبقع,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sa'dah,صعده,YE22,Sa'dah,صعده,YE2215,YE2215,Sadah,صعده,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Sanhan wa Bani Bahlul,سنحان وبني بهلول,YE2305,YE2305,Sanhan wa Bani Bahlul,سنحان وبني بهلول,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Bilad Ar Rus,بلاد الروس,YE2306,YE2306,Bilad Ar Rus,بلاد الروس,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Al Haymah Ad Dakhiliyah,الحيمة الداخليه,YE2308,YE2308,Al Haymah Ad Dakhiliyah,الحيمة الداخليه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Al Haymah Al Kharijiyah,الحيمة الخارجيه,YE2309,YE2309,Al Haymah Al Kharijiyah,الحيمة الخارجيه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Manakhah,مناخه,YE2310,YE2310,Manakhah,مناخه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Sa'fan,صعفان,YE2311,YE2311,Safan,صعفان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Khawlan,خولان,YE2312,YE2312,Khawlan,خولان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,At Tyal,الطيال,YE2313,YE2313,At Tyal,الطيال,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Bani Dabyan,بني ضبيان,YE2314,YE2314,Bani Dabyan,بني ضبيان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Sana'a,صنعاء,YE23,Al Hissn,الحصن,YE2315,YE2315,Al Hissn,الحصن,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Aden,عدن,YE24,Dar Sa'd,دار سعد,YE2401,YE2401,Dar Sad,دار سعد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Mahwit,المحويت,YE27,Melhan,ملحان,YE2705,YE2705,Melhan,ملحان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Aden,عدن,YE24,Ash Shaykh Othman,الشيخ عثمان,YE2402,YE2402,Ash Shaykh Othman,الشيخ عثمان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Aden,عدن,YE24,Al Mu'alla,المعلا,YE2406,YE2406,Al Mualla,المعلا,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Aden,عدن,YE24,Al Mansurah,المنصوره,YE2403,YE2403,Al Mansurah,المنصوره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Aden,عدن,YE24,Al Burayqah,البريقه,YE2404,YE2404,Al Burayqah,البريقه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Aden,عدن,YE24,At Tawahi,التواهي,YE2405,YE2405,At Tawahi,التواهي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Aden,عدن,YE24,Kritar - Sirah,صيره,YE2407,YE2407,Kritar - Sirah,صيره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Al Had,الحد,YE2501,YE2501,Al Had,الحد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Yafi',يافع,YE2502,YE2502,Yafi,يافع,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Al Maflahi,المفلحي,YE2503,YE2503,Al Maflahi,المفلحي,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Yahr,يهر,YE2504,YE2504,Yahr,يهر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Al Malah,الملاح,YE2508,YE2508,Al Malah,الملاح,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Habil Jabr,حبيل جبر,YE2505,YE2505,Habil Jabr,حبيل جبر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Halmin,حالمين,YE2506,YE2506,Halmin,حالمين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Radfan,ردفان,YE2507,YE2507,Radfan,ردفان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Mahwit,المحويت,YE27,Hufash,حفاش,YE2706,YE2706,Hufash,حفاش,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Mahwit,المحويت,YE27,Bani Sa'd,بني سعد,YE2707,YE2707,Bani Sad,بني سعد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Al Musaymir,المسيمير,YE2509,YE2509,Al Musaymir,المسيمير,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Mahwit,المحويت,YE27,Al Mahwit City,مدينة المحويت,YE2708,YE2708,Al Mahwit City,مدينة المحويت,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Al Qubaytah,القبيطه,YE2510,YE2510,Al Qubaytah,القبيطه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Tur Al Bahah,طور الباحه,YE2511,YE2511,Tur Al Bahah,طور الباحه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Tuban,تبن,YE2515,YE2515,Tuban,تبن,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Al Maqatirah,المقاطره,YE2512,YE2512,Al Maqatirah,المقاطره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Al Madaribah Wa Al Aarah,المضاربة و العاره,YE2513,YE2513,Al Madaribah Wa Al Aarah,المضاربة و العاره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Lahj,لحج,YE25,Al Hawtah,الحوطه,YE2514,YE2514,Al Hawtah,الحوطه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Majzar,مجزر,YE2601,YE2601,Majzar,مجزر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Raghwan,رغوان,YE2602,YE2602,Raghwan,رغوان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Madghal Al Jid'an,مدغل الجدعان,YE2603,YE2603,Madghal Al Jidan,مدغل الجدعان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Harib Al Qaramish,حريب القرامش,YE2604,YE2604,Harib Al Qaramish,حريب القرامش,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Sirwah,صرواح,YE2606,YE2606,Sirwah,صرواح,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Al Jubah,الجوبه,YE2607,YE2607,Al Jubah,الجوبه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Rahabah,رحبه,YE2608,YE2608,Rahabah,رحبه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Jabal Eyal Yazid,جبل عيال يزيد,YE2912,YE2912,Jabal Eyal Yazid,جبل عيال يزيد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Harib,حريب,YE2609,YE2609,Harib,حريب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Mahliyah,ماهليه,YE2610,YE2610,Mahliyah,ماهليه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Al Abdiyah,العبديه,YE2611,YE2611,Al Abdiyah,العبديه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Ma'rib City,مدينة مارب,YE2612,YE2612,Marib City,مدينة مارب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Maharah,المهره,YE28,Hat,حات,YE2802,YE2802,Hat,حات,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Ma'rib,مارب,YE2613,YE2613,Marib,مارب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Maharah,المهره,YE28,Hawf,حوف,YE2803,YE2803,Hawf,حوف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Maharah,المهره,YE28,Al Ghaydhah,الغيظه,YE2804,YE2804,Al Ghaydhah,الغيظه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ma'rib,مارب,YE26,Jabal Murad,جبل مراد,YE2614,YE2614,Jabal Murad,جبل مراد,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Maharah,المهره,YE28,Man'ar,منعر,YE2805,YE2805,Manar,منعر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Maharah,المهره,YE28,Al Masilah,المسيله,YE2806,YE2806,Al Masilah,المسيله,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Mahwit,المحويت,YE27,Shibam Kawkaban,شبام كوكبان,YE2701,YE2701,Shibam Kawkaban,شبام كوكبان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Harf Sufyan,حرف سفيان,YE2901,YE2901,Harf Sufyan,حرف سفيان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Mahwit,المحويت,YE27,At Tawilah,الطويله,YE2702,YE2702,At Tawilah,الطويله,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Mahwit,المحويت,YE27,Ar Rujum,الرجم,YE2703,YE2703,Ar Rujum,الرجم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Mahwit,المحويت,YE27,Al Khabt,الخبت,YE2704,YE2704,Al Khabt,الخبت,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Huth,حوث,YE2902,YE2902,Huth,حوث,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Al Ashah,العشه,YE2903,YE2903,Al Ashah,العشه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Qaflat Odhar,قفلة عذر,YE2904,YE2904,Qaflat Odhar,قفلة عذر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Mahwit,المحويت,YE27,Al Mahwit,المحويت,YE2709,YE2709,Al Mahwit,المحويت,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Maharah,المهره,YE28,Shahin,شحن,YE2801,YE2801,Shahin,شحن,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Shaharah,شهاره,YE2905,YE2905,Shaharah,شهاره,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Maharah,المهره,YE28,Sayhut,سيحوت,YE2807,YE2807,Sayhut,سيحوت,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Maharah,المهره,YE28,Qishn,قشن,YE2808,YE2808,Qishn,قشن,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Al Maharah,المهره,YE28,Haswin,حصوين,YE2809,YE2809,Haswin,حصوين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Al Madan,المدان,YE2906,YE2906,Al Madan,المدان,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Kharif,خارف,YE2910,YE2910,Kharif,خارف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Suwayr,صوير,YE2907,YE2907,Suwayr,صوير,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Dhulaymat Habur,ظليمة حبور,YE2908,YE2908,Dhulaymat Habur,ظليمة حبور,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Dhibain,ذيبين,YE2909,YE2909,Dhibain,ذيبين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Raydah,ريده,YE2911,YE2911,Raydah,ريده,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,As Sudah,السوده,YE2913,YE2913,As Sudah,السوده,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Amran,عمران,YE2915,YE2915,Amran,عمران,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,As Sawd,السود,YE2914,YE2914,As Sawd,السود,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Maswar,مسور,YE2916,YE2916,Maswar,مسور,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Bani Surim,بني صريم,YE2920,YE2920,Bani Surim,بني صريم,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ad Dali',الضالع,YE30,Juban,جبن,YE3001,YE3001,Juban,جبن,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ad Dali',الضالع,YE30,Damt,دمت,YE3002,YE3002,Damt,دمت,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ad Dali',الضالع,YE30,Qa'tabah,قعطبه,YE3003,YE3003,Qatabah,قعطبه,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ad Dali',الضالع,YE30,Ash Shu'ayb,الشعيب,YE3004,YE3004,Ash Shuayb,الشعيب,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Thula,ثلاء,YE2917,YE2917,Thula,ثلاء,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Eyal Surayh,عيال سريح,YE2918,YE2918,Eyal Surayh,عيال سريح,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Amran,عمران,YE29,Khamir,خمر,YE2919,YE2919,Khamir,خمر,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ad Dali',الضالع,YE30,Al Hasayn,الحصين,YE3005,YE3005,Al Hasayn,الحصين,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ad Dali',الضالع,YE30,Ad Dali',الضالع,YE3006,YE3006,Ad Dali,الضالع,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ad Dali',الضالع,YE30,Jahaf,جحاف,YE3007,YE3007,Jahaf,جحاف,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ad Dali',الضالع,YE30,Al Azariq,الازارق,YE3008,YE3008,Al Azariq,الازارق,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Ad Dali',الضالع,YE30,Al Husha,الحشاء,YE3009,YE3009,Al Husha,الحشاء,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Raymah,ريمه,YE31,Bilad Atta'am,بلاد الطعام,YE3101,YE3101,Bilad Attaam,بلاد الطعام,,,,,2019-02-01,2019-10-02,
Yemen,اليمن,YE,Raymah,ريمه,YE31,As Salafiyyah,السلفيه,YE3102,YE3103,As Salafiyyah,السلفيه,,,,,2019-02-01,2019-10-02,
